words,pos
hối hận,"verb,noun"
hối lộ,noun
hội,noun
hội chẩn,other
hội chợ,noun
hội chứng,noun
hội đồng,noun
hội nghị,noun
hội ngộ,noun
hội viên,noun
hôm,other
hôm nay,other
hôn,verb
hôn mê,noun
hồn,noun
hồn nhiên,adjective
hỗn độn,adjective
hỗn láo,adjective
hông,other
hồng,"adjective,noun"
hồng hào,adjective
hồng nhan,noun
hồng phúc,noun
hồng tâm,other
hồng thập tự,other
hộp,noun
hộp thư,noun
hốt hoảng,adjective
hột,noun
hơ,other
hờ,other
hở,other
hớ,other
hơi,other
hơi thở,noun
hời,adjective
hơn,other
hơn thiệt,other
hờn dỗi,other
hờn giận,other
hớn hở,adjective
hớp,verb
hợp,other
hợp âm,noun
hợp chất,noun
hợp đồng,noun
hợp kim,noun
hợp lí,adjective
hợp lực,other
hợp lưu,noun
hợp pháp,adjective
hợp tác xã,other
hợp thức hóa,other
hớt,verb
hủ tục,noun
hũ,noun
hú,verb
hú hí,other
hụ,other
hùa,other
huân chương,noun
huấn luyện,verb
húc,verb
huệ,noun
hủi,noun
hun,other
hun đúc,"verb,noun"
hùn,adjective
hung,other
hung ác,adjective
hung dữ,adjective
hung phạm,other
hung thần,other
hung tin,other
hung tợn,adjective
hùng biện,noun
hùng cường,adjective
hùng tráng,adjective
hùng vĩ,adjective
húp,other
hụp,verb
hút,verb
hụt,"verb,adjective"
huy chương,noun
huy động,"verb,noun"
huy hiệu,noun
huy hoàng,adjective
hủy,verb
hủy bỏ,verb
hủy diệt,"verb,noun"
hủy hoại,verb
huyên náo,noun
huyền,adjective
huyền bí,adjective
huyền diệu,adjective
huyễn,adjective
huyễn hoặc,other
huyện,noun
huyết,noun
huyết áp,other
huyết bạch,noun
huyết cầu,noun
huyết dụ,noun
huyết quản,noun
huyệt,noun
huynh,other
huynh đệ,noun
huỳnh quang,other
huýt,verb
hư,adjective
hư danh,other
hư hại,"noun,verb"
hư không,other
hư thân,other
hư vô,noun
hứa,verb
hứa hẹn,"verb,noun"
hứa hôn,noun
hưng phấn,other
hưng thịnh,other
hứng,verb
hứng thú,other
hứng tình,other
hương,noun
hương liệu,noun
hương lửa,noun
hương nhu,noun
hương thơm,noun
hương vị,noun
hưởng,verb
hưởng ứng,other
hướng,"noun,verb"
hướng dẫn,"noun,verb"
hướng thiện,other
hươu,noun
hưu chiến,noun
hưu trí,other
hữu,other
hữu cơ,"adjective,noun"
hữu dụng,adjective
hữu hạn,adjective
hữu ích,adjective
hữu tình,adjective
hữu ý,adjective
hy hữu,adjective
hy sinh,"verb,noun"
hy vọng,"noun,verb"
hý họa,noun
i tờ,other
ì,other
ì ạch,adjective
ị,other
ỉa,other
ích,other
ích kỷ,adjective
ích lợi,other
im,other
im lặng,other
im lìm,noun
im phăng phắc,other
ỉm,other
in,other
in máy,other
inh ỏi,other
inh tai,other
ình,other
ít,other
ít có,other
ít hơn,other
ít khi,other
ít lâu nay,other
ít nhiều,other
ít nhứt,other
ít nói,other
ít nữa,other
ít ỏi,other
ỉu,other
ka ki,other
ka li,other
ke,other
kẻ,noun
kẻ cắp,noun
kẻ cướp,noun
kẻ trộm,noun
kẽ,other
kẽ hở,noun
ké,other
kem,noun
kèm,other
kẽm,noun
kẽm gai,noun
kém,adjective
kèn,noun
kén,noun
kẻng,noun
keo,noun
keo kiệt,adjective
kèo,noun
kéo,noun
kéo bè,noun
kéo co,other
kéo cưa,noun
kéo dài,verb
kéo lê,other
kéo lưới,noun
kẹo,noun
kép,noun
kép hát,other
kẹp,noun
kẹp tóc,noun
két,noun
kẹt,adjective
kê,other
kê khai,other
kề,other
kể,verb
kế,other
kế hoạch,noun
kế thừa,"verb,noun"
kế tiếp,other
kế toán,noun
kế tục,"verb,noun"
kế vị,other
kệ,noun
kềm,noun
kên kên,noun
kênh,noun
kềnh,other
kết án,"verb,noun"
kết duyên,"verb,noun"
kết giao,"verb,noun"
kết hôn,verb
kết hợp,"verb,noun"
kết luận,"noun,verb"
kết nạp,verb
kết quả,noun
kết thúc,"verb,noun"
kêu,verb
kêu gọi,"verb,noun"
kêu la,other
kêu nài,verb
kêu oan,"verb,noun"
kêu vang,other
kha khá,adjective
khả ái,adjective
khả năng,noun
khả nghi,adjective
khả ố,other
khả quan,adjective
khả thi,adjective
khá,adjective
khá giả,other
khá tốt,other
khác,adjective
khác gì,other
khác thường,adjective
khác xa,other
khạc,verb
khách,noun
khách hàng,noun
khách khứa,noun
khách quan,other
khách sạn,noun
khách sáo,noun
khai,verb
khai báo,other
khai bút,other
khai hỏa,other
khai hóa,other
khai sanh,other
khai thác,"verb,noun"
khai trừ,other
khai trương,other
khai tử,other
khải hoàn,other
khải hoàn ca,other
khái niệm,noun
khái quát,other
kham,verb
kham khổ,adjective
khảm,verb
khám,verb
khám nghiệm,noun
khám phá,"verb,noun"
khám xét,"verb,noun"
khan,noun
khan hiếm,other
khán,other
khán đài,noun
khán giả,noun
khang trang,other
khảng khái,adjective
kháng,adjective
kháng án,noun
kháng chiến,noun
kháng sinh,noun
khánh,other
khánh chúc,other
khánh kiệt,other
khánh thành,other
khánh tiết,other
khao,verb
khao khát,"verb,noun"
khảo,other
khảo cổ,noun
khảo cứu,"verb,noun"
khảo hạch,other
khảo sát,other
khạp,other
khát,verb
khát máu,"verb,noun"
khát vọng,noun
kháu,other
khay,noun
khắc,verb
khắc khoải,adjective
khắc khổ,adjective
khẳm,other
khắm,other
khăn,noun
khằn,adjective
khăng,other
khăng khít,adjective
khẳng định,"verb,noun"
khắp,adverb
khắt khe,adjective
khấc,verb
khâm liệm,noun
khâm phục,"verb,adjective"
khẩn cấp,other
khẩn trương,adjective
khấn,verb
khất,verb
khất nợ,"verb,noun"
khâu,"verb,noun"
khẩu,noun
khẩu cái,noun
khẩu cung,noun
khẩu độ,noun
khẩu hiệu,noun
khẩu phần,noun
khẩu trang,noun
khẩu vị,noun
khấu,noun
khấu đầu,other
khấu hao,other
khấu trừ,noun
khe,noun
khe khắt,other
khẽ,adverb
khen,"verb,noun"
khen ngợi,other
khéo,adjective
khép,verb
khét,adjective
khê,other
khế,noun
khệnh khạng,adjective
khêu,verb
khêu gợi,"verb,noun"
khều,verb
khi,other
khi trước,other
khỉ,noun
khí,noun
khí cầu,noun
khí chất,noun
khí cốt,noun
khí cụ,noun
khí động học,noun
khí giới,noun
khí hậu,noun
khí hậu học,other
khí lực,noun
khí phách,noun
khí quản,noun
khí quyển,noun
khí tượng,noun
khía,"verb,noun"
khích động,"verb,adjective"
khích lệ,verb
khiêm nhường,adjective
khiếm diện,adjective
khiếm nhã,adjective
khiển trách,verb
khiến,verb
khiêng,other
khiếp,adjective
khiếp nhược,adjective
khiếp sợ,noun
khiêu dâm,noun
khiêu khích,verb
khiêu vũ,verb
khiếu,noun
khiếu nại,noun
khiếu tố,noun
khinh,adjective
khinh bạc,other
khinh bỉ,adjective
khinh khí,noun
khinh khí cầu,noun
khinh thường,verb
khít,adjective
kho,"noun,adjective"
kho tàng,noun
khó,adjective
khó chịu,adjective
khó coi,other
khó khăn,"adjective,noun"
khó lòng,other
khó nghĩ,other
khó nhọc,adjective
khoa,noun
khoa học,noun
khoa trương,other
khỏa thân,other
khóa,"noun,verb"
khóa học,noun
khóa luận,noun
khóa tay,other
khoác,"noun,verb"
khoai,noun
khoai nước,noun
khoai sọ,noun
khoai tây,noun
khoái,adjective
khoái cảm,noun
khoái lạc,noun
khoan,noun
khoan dung,"noun,adjective"
khoan hồng,noun
khoan thai,other
khoan thứ,other
khoản,noun
khoản đãi,other
khoang,other
khoảng,"noun,adjective"
khoảng khoát,other
khoáng chất,noun
khoáng đạt,adjective
khoáng hóa,"noun,verb"
khoáng sản,noun
khoáng vật học,other
khoanh,noun
khoảnh khắc,noun
khóc,verb
khoe,verb
khỏe mạnh,adjective
khóe,adjective
khoét,verb
khỏi,other
khói,noun
khom,other
khóm,noun
khô,adjective
khô héo,adjective
khô mực,noun
khổ,"adjective,noun"
khổ dịch,noun
khổ hạnh,noun
khổ hình,other
khổ não,other
khổ sai,other
khổ sở,other
khổ tâm,other
khố,other
khốc liệt,adjective
khôi hài,adjective
khôi ngô,other
khôi phục,verb
khối,noun
khối lượng,noun
khối óc,noun
khôn,adjective
khôn khéo,adjective
khôn ngoan,adjective
khốn khổ,adjective
khốn nỗi,other
không,other
không bao giờ,other
không chiến,other
không chừng,other
không dám,other
không gian,noun
không hề,other
không kể,other
không khí,other
không lực,other
không nhận,other
không phận,other
không quân,noun
không sao,other
không thể,other
khổng giáo,other
khổng lồ,adjective
khống chế,other
khờ,adjective
khơi,verb
khởi công,other
khởi hành,other
khởi xướng,"verb,noun"
khớp,noun
khu giải phóng,other
khu trừ,other
khua,verb
khuân,other
khuất phục,verb
khuây khỏa,other
khuấy,verb
khúc,noun
khúc chiết,"noun,adjective"
khúc khích,verb
khúc khuỷu,adjective
khúc xạ,noun
khuê các,other
khuếch đại,verb
khuếch khoác,adjective
khuếch tán,verb
khuếch trương,verb
khui,verb
khúm núm,noun
khung,noun
khùng,adjective
khủng bố,noun
khủng hoảng,noun
khủng khiếp,adjective
khuôn,noun
khuôn khổ,noun
khuôn mặt,noun
khuôn mẫu,noun
khuôn sáo,noun
khuy,other
khuy bấm,noun
khủy,noun
khuya,adverb
khuyên,"noun,verb"
khuyên bảo,other
khuyên can,"noun,verb"
khuyên giải,verb
khuyển,noun
khuyến cáo,"verb,noun"
khuyến khích,verb
khuyết,adjective
khuyết điểm,noun
khuynh,adjective
khuynh đảo,"noun,verb"
khuynh hướng,noun
khử trùng,"verb,noun"
khứ hồi,noun
khứa,verb
khước từ,other
khứu,noun
kì,other
kì kèo,other
kí lô,other
kị sĩ,noun
kia,other
kích,"verb,adjective"
kích động,"verb,adjective"
kích thích,"verb,noun"
kích thích tố,noun
kích thước,noun
kịch,noun
kịch bản,noun
kịch câm,noun
kịch liệt,adjective
kiêm,other
kiềm,"noun,verb"
kiềm chế,verb
kiềm tỏa,"verb,noun"
kiểm,verb
kiểm duyệt,other
kiểm soát,other
kiếm,"verb,noun"
kiếm hiệp,noun
kiên cố,adjective
kiên định,adjective
kiên gan,adjective
kiên nhẫn,adjective
kiên quyết,adjective
kiên trinh,other
kiến,noun
kiến hiệu,noun
kiến nghị,"noun,verb"
kiến thiết,"verb,noun"
kiến thức,noun
kiến trúc,noun
kiện,noun
kiện tướng,other
kiêng,verb
kiêng nể,other
kiếp,noun
kiếp trước,other
kiết,other
kiệt quệ,adjective
kiệt sức,adjective
kiêu,adjective
kiêu căng,adjective
kiều dân,noun
kiều diễm,adjective
kiểu,"noun,adjective"
kiểu mẫu,noun
kiệu,noun
kim,noun
kim anh,other
kim bằng,other
kim khí,noun
kim loại,noun
kim ngân,noun
kim ô,noun
kim tự tháp,noun
kín,noun
kín hơi,noun
kinh,"noun,adjective"
kinh dị,"adjective,noun"
kinh doanh,other
kinh điển,"noun,adjective"
kinh đô,noun
kinh hoàng,adjective
kinh ngạc,adjective
kinh nghiệm,noun
kinh nguyệt,noun
kinh tế,other
kinh tế học,other
kinh thánh,noun
kinh tuyến,other
kình,noun
kính,noun
kính chúc,other
kính hiển vi,noun
kính phục,"noun,verb"
kính yêu,other
kíp,noun
kíp nổ,noun
kịp,other
kỳ,other
kỳ ảo,adjective
kỳ công,noun
kỳ cục,adjective
kỳ cựu,adjective
kỳ dị,adjective
kỳ diệu,adjective
kỳ đà,noun
kỳ giông,other
kỳ ngộ,other
kỳ quan,noun
kỳ thi,other
kỳ thị,other
kỷ cương,noun
kỷ luật,noun
kỷ lục,noun
kỷ nguyên,noun
kỷ niệm,noun
kỹ,adjective
kỹ nghệ,noun
kỹ nữ,noun
kỹ sư,noun
kỹ thuật,noun
kỹ viện,noun
ký,other
ký giả,noun
ký hiệu,noun
ký họa,noun
ký kết,other
ký ninh,other
ký sinh,noun
ký sự,noun
ký thác,other
ký túc xá,noun
ký ức,noun
kỵ,"noun,adjective"
la,other
la bàn,noun
la cà,noun
la đà,other
la đơn,other
la hét,other
la liệt,adjective
la mắng,other
la ó,other
la tinh,other
là,other
là là,other
lả,adjective
lả lơi,other
lả tả,adverb
lá,noun
lá bài,other
lá cải,noun
lá chắn,noun
lá cờ,other
lá lách,other
lá mía,other
lá sách,other
lá thăm,other
lạ,adjective
lạ đời,other
lạ kỳ,adjective
lạ lùng,adjective
lạ mặt,other
lạ thường,adjective
lác,adjective
lác đác,adverb
lạc,"noun,adjective"
lạc đà,noun
lạc đề,other
lạc điệu,noun
lạc hậu,adjective
lạc loài,noun
lạc lõng,adjective
lạc quan,adjective
lạc thú,noun
lách,other
lách cách,other
lách tách,other
lạch,noun
lạch bạch,other
lạch cạch,other
lạch đạch,noun
lai,other
lai giống,other
lai lịch,noun
lai rai,other
lai vãng,other
lài,other
lải,other
lải nhải,verb
lãi,"noun,adjective"
lái,verb
lái buôn,noun
lái đò,noun
lái xe,other
lại,other
lại cái,other
lại sức,other
lam,other
lam chướng,other
lam lũ,other
lam nham,other
làm,other
làm ăn,other
làm bạn,other
làm bậy,other
làm biếng,other
làm cho,other
làm chủ,other
làm chứng,other
làm cỏ,other
làm công,other
làm dáng,other
làm dấu,other
làm dịu,other
làm dữ,other
làm đĩ,"verb,noun"
làm giả,other
làm giàu,other
làm hỏng,verb
làm khoán,other
làm lại,other
làm lành,other
làm loạn,other
làm mẫu,other
làm nhục,other
làm phiền,other
làm quen,other
làm tiền,other
làm xong,other
lạm dụng,"verb,noun"
lạm phát,noun
lan,noun
lan can,other
lan tràn,other
làn,other
làn sóng,noun
lang,other
lang bạt,noun
lang băm,other
lang ben,other
lang thang,other
làng,noun
lảng,adjective
lảng tránh,verb
lảng vảng,verb
lãng mạn,adjective
lãng phí,"verb,adjective"
lãng quên,"verb,noun"
lãng tử,noun
láng,adjective
láng giềng,noun
lạng,other
lanh lẹ,adjective
lành,adjective
lành lặn,adjective
lãnh,other
lãnh chúa,noun
lãnh đạm,adjective
lãnh đạo,noun
lãnh địa,noun
lãnh hải,noun
lãnh hội,noun
lãnh sự,other
lãnh thổ,noun
lánh,adjective
lánh mặt,other
lánh nạn,noun
lánh xa,other
lạnh,adjective
lạnh lẽo,adjective
lạnh lùng,adjective
lạnh người,other
lạnh nhạt,adjective
lao,"verb,noun"
lao công,noun
lao đao,noun
lao động,noun
lao khổ,other
lao phiền,other
lao tâm,other
lao tù,other
lao xao,other
lảo đảo,verb
lão,noun
lão bà,other
lão bộc,noun
lão giáo,noun
lão luyện,adjective
lão suy,other
láo,adjective
láo nháo,adjective
lạp xưởng,noun
lát,other
lát nữa,other
lạt,adjective
lau,"verb,noun"
lau chùi,noun
làu,other
làu bàu,other
láu cá,noun
láu lỉnh,adjective
lay,verb
lay chuyển,other
lay động,other
lay ơn,noun
lảy cò,other
láy,verb
lạy,verb
lắc,"verb,noun"
lắc lư,verb
lăm le,other
lắm,other
lắm tiền,other
lăn,verb
lăn lộn,verb
lăn tay,other
lằn,"verb,noun"
lặn,verb
lăng,noun
lăng kính,noun
lăng loàn,noun
lăng mạ,noun
lăng nhục,noun
lăng quăng,noun
lăng tẩm,noun
lăng trụ,noun
lăng xăng,noun
lằng nhằng,other
lẳng lơ,adjective
lẵng,noun
lắng,verb
lắng tai,other
lặng,adjective
lặng lẽ,adjective
lặng ngắt,adjective
lắp,verb
lắt nhắt,other
lặt vặt,"noun,adjective"
lâm,other
lâm bệnh,other
lâm chung,other
lâm nạn,other
lâm thời,other
lầm,verb
lầm bầm,verb
lầm lạc,"verb,noun"
lầm lẫn,noun
lầm lỗi,noun
lầm lỳ,adjective
lầm than,other
lẩm bẩm,verb
lẩm cẩm,adjective
lẫm liệt,adjective
lấm chấm,noun
lấm lét,adjective
lấm tấm,adjective
lân,noun
lân cận,other
lân quang,noun
lân tinh,adjective
lần,noun
lần hồi,other
lần lượt,other
lẩn,verb
lẩn quẩn,other
lẩn quất,other
lẩn tránh,verb
lẩn vào,other
lẫn,other
lẫn lộn,other
lấn,verb
lận đận,adjective
lâng lâng,adjective
lấp,verb
lấp lánh,adjective
lấp liếm,other
lấp ló,other
lập,verb
lập chí,other
lập công,other
lập dị,adjective
